saul_sample,param,sample,date,time,tank_side,of_start,no_start,fps,adj_top_of,adj_top_no,adj_right_of,adj_right_no,of_end,no_end,assay,quadrant,intensity_floor,intensity_ceiling,area_floor,area_ceiling,bgsub,num_animals,cab_coords
20191119_1506_29-1_L_C__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191119_1506_29-1_L_C,20191119,1506,L,1441,20424,30,-20,-20,-2,-2,19441,38424,open_field,q2,0,150,10,5000,False,2,Top
20191119_1506_29-1_L_C__open_field__q3,no_bg_sub_area_min_10,20191119_1506_29-1_L_C,20191119,1506,L,1441,20424,30,-20,-20,-2,-2,19441,38424,open_field,q3,0,170,10,5000,False,2,Left
20191119_1506_29-1_L_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191119_1506_29-1_L_C,20191119,1506,L,1441,20424,30,-20,-20,-2,-2,19441,38424,open_field,q4,0,150,10,5000,False,2,Left
20191119_1525_23-1_R_C__novel_object__q1,int_max_160_area_min_25,20191119_1525_23-1_R_C,20191119,1525,R,1343,20261,30,0,0,0,0,19343,38261,novel_object,q1,0,160,25,5000,True,2,Bottom
20191119_1525_23-1_R_C__novel_object__q2,int_max_140,20191119_1525_23-1_R_C,20191119,1525,R,1343,20261,30,0,0,0,0,19343,38261,novel_object,q2,0,140,100,5000,True,2,Bottom
20191119_1525_23-1_R_C__novel_object__q3,int_max_160_area_min_25,20191119_1525_23-1_R_C,20191119,1525,R,1343,20261,30,0,0,0,0,19343,38261,novel_object,q3,0,160,25,5000,True,2,Left
20191119_1525_23-1_R_C__novel_object__q4,int_max_160_area_min_25,20191119_1525_23-1_R_C,20191119,1525,R,1343,20261,30,0,0,0,0,19343,38261,novel_object,q4,0,160,25,5000,True,2,Top
20191119_1525_23-1_R_C__open_field__q1,no_bg_sub_area_min_10,20191119_1525_23-1_R_C,20191119,1525,R,1343,20261,30,0,0,0,0,19343,38261,open_field,q1,0,170,10,5000,False,2,Right
20191119_1525_23-1_R_C__open_field__q2,no_bg_sub,20191119_1525_23-1_R_C,20191119,1525,R,1343,20261,30,0,0,0,0,19343,38261,open_field,q2,0,170,100,5000,False,2,Right
20191119_1525_23-1_R_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191119_1525_23-1_R_C,20191119,1525,R,1343,20261,30,0,0,0,0,19343,38261,open_field,q3,0,150,10,5000,False,2,Left
20191119_1525_23-1_R_C__open_field__q4,no_bg_sub_area_min_10,20191119_1525_23-1_R_C,20191119,1525,R,1343,20261,30,0,0,0,0,19343,38261,open_field,q4,0,170,10,5000,False,2,Left
20191119_1533_25-1_L_C__novel_object__q1,no_bg_subint_max_175_area_min_200,20191119_1533_25-1_L_C,20191119,1533,L,1356,20001,30,-21,-21,4,4,19356,38001,novel_object,q1,0,175,200,2000,True,2,Left
20191119_1533_25-1_L_C__novel_object__q2,int_max_160_area_min_25,20191119_1533_25-1_L_C,20191119,1533,L,1356,20001,30,-21,-21,4,4,19356,38001,novel_object,q2,0,160,25,5000,True,2,Bottom
20191119_1533_25-1_L_C__novel_object__q3,int_max_140,20191119_1533_25-1_L_C,20191119,1533,L,1356,20001,30,-21,-21,4,4,19356,38001,novel_object,q3,0,140,100,5000,True,2,Bottom
20191119_1533_25-1_L_C__novel_object__q4,int_max_140,20191119_1533_25-1_L_C,20191119,1533,L,1356,20001,30,-21,-21,4,4,19356,38001,novel_object,q4,0,140,100,5000,True,2,Right
20191119_1533_25-1_L_C__open_field__q1,no_bg_sub_area_min_10,20191119_1533_25-1_L_C,20191119,1533,L,1356,20001,30,-21,-21,4,4,19356,38001,open_field,q1,0,170,10,5000,False,2,Left
20191119_1533_25-1_L_C__open_field__q2,no_bg_sub_area_min_10,20191119_1533_25-1_L_C,20191119,1533,L,1356,20001,30,-21,-21,4,4,19356,38001,open_field,q2,0,170,10,5000,False,2,Right
20191119_1533_25-1_L_C__open_field__q3,no_bg_sub_area_min_10,20191119_1533_25-1_L_C,20191119,1533,L,1356,20001,30,-21,-21,4,4,19356,38001,open_field,q3,0,170,10,5000,False,2,Left
20191119_1533_25-1_L_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191119_1533_25-1_L_C,20191119,1533,L,1356,20001,30,-21,-21,4,4,19356,38001,open_field,q4,0,150,10,5000,False,2,Top
20191119_1552_22-1_R_C__novel_object__q1,int_max_150,20191119_1552_22-1_R_C,20191119,1552,R,2517,21561,30,0,0,-6,-6,20517,39561,novel_object,q1,0,150,100,5000,True,2,Right
20191119_1552_22-1_R_C__novel_object__q2,int_max_150,20191119_1552_22-1_R_C,20191119,1552,R,2517,21561,30,0,0,-6,-6,20517,39561,novel_object,q2,0,150,100,5000,True,2,Left
20191119_1552_22-1_R_C__novel_object__q3,int_max_160_area_min_25,20191119_1552_22-1_R_C,20191119,1552,R,2517,21561,30,0,0,-6,-6,20517,39561,novel_object,q3,0,160,25,5000,True,2,Top
20191119_1552_22-1_R_C__novel_object__q4,int_max_160_area_min_25,20191119_1552_22-1_R_C,20191119,1552,R,2517,21561,30,0,0,-6,-6,20517,39561,novel_object,q4,0,160,25,5000,True,2,Top
20191119_1552_22-1_R_C__open_field__q1,no_bg_sub_area_min_10,20191119_1552_22-1_R_C,20191119,1552,R,2517,21561,30,0,0,-6,-6,20517,39561,open_field,q1,0,170,10,5000,False,2,Bottom
20191119_1552_22-1_R_C__open_field__q2,no_bg_sub_area_min_10,20191119_1552_22-1_R_C,20191119,1552,R,2517,21561,30,0,0,-6,-6,20517,39561,open_field,q2,0,170,10,5000,False,2,Bottom
20191119_1552_22-1_R_C__open_field__q3,no_bg_sub_area_min_10,20191119_1552_22-1_R_C,20191119,1552,R,2517,21561,30,0,0,-6,-6,20517,39561,open_field,q3,0,170,10,5000,False,2,Top
20191119_1552_22-1_R_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191119_1552_22-1_R_C,20191119,1552,R,2517,21561,30,0,0,-6,-6,20517,39561,open_field,q4,0,150,10,5000,False,2,Right
20191120_0956_40-2_R_C__novel_object__q1,int_max_140,20191120_0956_40-2_R_C,20191120,956,R,2014,25269,30,-2,-2,-5,-5,20014,43269,novel_object,q1,0,140,100,5000,True,2,Left
20191120_0956_40-2_R_C__novel_object__q2,int_max_140,20191120_0956_40-2_R_C,20191120,956,R,2014,25269,30,-2,-2,-5,-5,20014,43269,novel_object,q2,0,140,100,5000,True,2,Bottom
20191120_0956_40-2_R_C__novel_object__q3,no_bg_sub_int_max_160,20191120_0956_40-2_R_C,20191120,956,R,2014,25269,30,-2,-2,-5,-5,20014,43269,novel_object,q3,0,160,150,2000,False,2,Top
20191120_0956_40-2_R_C__novel_object__q4,int_max_140,20191120_0956_40-2_R_C,20191120,956,R,2014,25269,30,-2,-2,-5,-5,20014,43269,novel_object,q4,0,140,100,5000,True,2,Right
20191120_0956_40-2_R_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_0956_40-2_R_C,20191120,956,R,2014,25269,30,-2,-2,-5,-5,20014,43269,open_field,q1,0,150,10,5000,False,2,Top
20191120_0956_40-2_R_C__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191120_0956_40-2_R_C,20191120,956,R,2014,25269,30,-2,-2,-5,-5,20014,43269,open_field,q2,0,150,10,5000,False,2,Top
20191120_0956_40-2_R_C__open_field__q3,no_bg_sub_area_min_10,20191120_0956_40-2_R_C,20191120,956,R,2014,25269,30,-2,-2,-5,-5,20014,43269,open_field,q3,0,170,10,5000,False,2,Left
20191120_0956_40-2_R_C__open_field__q4,no_bg_sub,20191120_0956_40-2_R_C,20191120,956,R,2014,25269,30,-2,-2,-5,-5,20014,43269,open_field,q4,0,170,100,5000,False,2,Top
20191120_1006_iCab_L_C__novel_object__q1,int_max_140,20191120_1006_iCab_L_C,20191120,1006,L,1272,20382,30,-19,-19,3,3,19272,38382,novel_object,q1,0,140,100,5000,True,2,NA
20191120_1006_iCab_L_C__novel_object__q2,int_max_150,20191120_1006_iCab_L_C,20191120,1006,L,1272,20382,30,-19,-19,3,3,19272,38382,novel_object,q2,0,150,100,5000,True,2,NA
20191120_1006_iCab_L_C__novel_object__q3,int_max_150,20191120_1006_iCab_L_C,20191120,1006,L,1272,20382,30,-19,-19,3,3,19272,38382,novel_object,q3,0,150,100,5000,True,2,NA
20191120_1006_iCab_L_C__novel_object__q4,int_max_140,20191120_1006_iCab_L_C,20191120,1006,L,1272,20382,30,-19,-19,3,3,19272,38382,novel_object,q4,0,140,100,5000,True,2,NA
20191120_1006_iCab_L_C__open_field__q1,no_bg_sub_area_min_10,20191120_1006_iCab_L_C,20191120,1006,L,1272,20382,30,-19,-19,3,3,19272,38382,open_field,q1,0,170,10,5000,False,2,NA
20191120_1006_iCab_L_C__open_field__q2,no_bg_sub,20191120_1006_iCab_L_C,20191120,1006,L,1272,20382,30,-19,-19,3,3,19272,38382,open_field,q2,0,170,100,5000,False,2,NA
20191120_1006_iCab_L_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1006_iCab_L_C,20191120,1006,L,1272,20382,30,-19,-19,3,3,19272,38382,open_field,q3,0,150,10,5000,False,2,NA
20191120_1006_iCab_L_C__open_field__q4,no_bg_sub_area_min_10,20191120_1006_iCab_L_C,20191120,1006,L,1272,20382,30,-19,-19,3,3,19272,38382,open_field,q4,0,170,10,5000,False,2,NA
20191120_1026_84-2_R_C__novel_object__q1,int_max_150,20191120_1026_84-2_R_C,20191120,1026,R,1133,24497,30,-10,-10,-1,-1,19133,42497,novel_object,q1,0,150,100,5000,True,2,Left
20191120_1026_84-2_R_C__novel_object__q2,int_max_160_area_min_25,20191120_1026_84-2_R_C,20191120,1026,R,1133,24497,30,-10,-10,-1,-1,19133,42497,novel_object,q2,0,160,25,5000,True,2,Top
20191120_1026_84-2_R_C__novel_object__q3,int_max_140,20191120_1026_84-2_R_C,20191120,1026,R,1133,24497,30,-10,-10,-1,-1,19133,42497,novel_object,q3,0,140,100,5000,True,2,Left
20191120_1026_84-2_R_C__novel_object__q4,int_max_160_area_min_25,20191120_1026_84-2_R_C,20191120,1026,R,1133,24497,30,-10,-10,-1,-1,19133,42497,novel_object,q4,0,160,25,5000,True,2,Right
20191120_1026_84-2_R_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1026_84-2_R_C,20191120,1026,R,1133,24497,30,-10,-10,-1,-1,19133,42497,open_field,q1,0,150,10,5000,False,2,Top
20191120_1026_84-2_R_C__open_field__q2,no_bg_sub_area_min_10,20191120_1026_84-2_R_C,20191120,1026,R,1133,24497,30,-10,-10,-1,-1,19133,42497,open_field,q2,0,170,10,5000,False,2,Left
20191120_1026_84-2_R_C__open_field__q3,no_bg_sub_area_min_10,20191120_1026_84-2_R_C,20191120,1026,R,1133,24497,30,-10,-10,-1,-1,19133,42497,open_field,q3,0,170,10,5000,False,2,Left
20191120_1026_84-2_R_C__open_field__q4,no_bg_sub,20191120_1026_84-2_R_C,20191120,1026,R,1133,24497,30,-10,-10,-1,-1,19133,42497,open_field,q4,0,170,100,5000,False,2,Right
20191120_1034_80-1_L_C__novel_object__q1,int_max_140,20191120_1034_80-1_L_C,20191120,1034,L,1272,20085,30,-19,-19,0,0,19272,38085,novel_object,q1,0,140,100,5000,True,2,Top
20191120_1034_80-1_L_C__novel_object__q2,int_max_160_area_min_25,20191120_1034_80-1_L_C,20191120,1034,L,1272,20085,30,-19,-19,0,0,19272,38085,novel_object,q2,0,160,25,5000,True,2,Bottom
20191120_1034_80-1_L_C__novel_object__q3,int_max_160_area_min_25,20191120_1034_80-1_L_C,20191120,1034,L,1272,20085,30,-19,-19,0,0,19272,38085,novel_object,q3,0,160,25,5000,True,2,Top
20191120_1034_80-1_L_C__novel_object__q4,int_max_140,20191120_1034_80-1_L_C,20191120,1034,L,1272,20085,30,-19,-19,0,0,19272,38085,novel_object,q4,0,140,100,5000,True,2,Bottom
20191120_1034_80-1_L_C__open_field__q1,no_bg_sub_area_min_10,20191120_1034_80-1_L_C,20191120,1034,L,1272,20085,30,-19,-19,0,0,19272,38085,open_field,q1,0,170,10,5000,False,2,Right
20191120_1034_80-1_L_C__open_field__q2,no_bg_sub_area_min_10,20191120_1034_80-1_L_C,20191120,1034,L,1272,20085,30,-19,-19,0,0,19272,38085,open_field,q2,0,170,10,5000,False,2,Top
20191120_1034_80-1_L_C__open_field__q3,no_bg_sub,20191120_1034_80-1_L_C,20191120,1034,L,1272,20085,30,-19,-19,0,0,19272,38085,open_field,q3,0,170,100,5000,False,2,Left
20191120_1034_80-1_L_C__open_field__q4,no_bg_sub_area_min_10,20191120_1034_80-1_L_C,20191120,1034,L,1272,20085,30,-19,-19,0,0,19272,38085,open_field,q4,0,170,10,5000,False,2,Right
20191120_1056_32-2_R_C__novel_object__q1,int_max_140,20191120_1056_32-2_R_C,20191120,1056,R,1175,20093,30,-1,-1,-3,-3,19175,38093,novel_object,q1,0,140,100,5000,True,2,Bottom
20191120_1056_32-2_R_C__novel_object__q2,int_max_140,20191120_1056_32-2_R_C,20191120,1056,R,1175,20093,30,-1,-1,-3,-3,19175,38093,novel_object,q2,0,140,100,5000,True,2,Left
20191120_1056_32-2_R_C__novel_object__q3,int_max_160_area_min_25,20191120_1056_32-2_R_C,20191120,1056,R,1175,20093,30,-1,-1,-3,-3,19175,38093,novel_object,q3,0,160,25,5000,True,2,Right
20191120_1056_32-2_R_C__novel_object__q4,int_max_140,20191120_1056_32-2_R_C,20191120,1056,R,1175,20093,30,-1,-1,-3,-3,19175,38093,novel_object,q4,0,140,100,5000,True,2,Right
20191120_1056_32-2_R_C__open_field__q1,no_bg_sub_area_min_10,20191120_1056_32-2_R_C,20191120,1056,R,1175,20093,30,-1,-1,-3,-3,19175,38093,open_field,q1,0,170,10,5000,False,2,Right
20191120_1056_32-2_R_C__open_field__q2,no_bg_sub_area_min_10,20191120_1056_32-2_R_C,20191120,1056,R,1175,20093,30,-1,-1,-3,-3,19175,38093,open_field,q2,0,170,10,5000,False,2,Top
20191120_1056_32-2_R_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1056_32-2_R_C,20191120,1056,R,1175,20093,30,-1,-1,-3,-3,19175,38093,open_field,q3,0,150,10,5000,False,2,Top
20191120_1056_32-2_R_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1056_32-2_R_C,20191120,1056,R,1175,20093,30,-1,-1,-3,-3,19175,38093,open_field,q4,0,150,10,5000,False,2,Right
20191120_1105_47-1_L_C__novel_object__q1,no_bg_sub_int_max_160,20191120_1105_47-1_L_C,20191120,1105,L,1399,20551,30,-21,-21,3,3,19399,38551,novel_object,q1,0,160,150,2000,False,2,Top
20191120_1105_47-1_L_C__novel_object__q2,no_bg_sub,20191120_1105_47-1_L_C,20191120,1105,L,1399,20551,30,-21,-21,3,3,19399,38551,novel_object,q2,0,170,150,2000,False,2,Bottom
20191120_1105_47-1_L_C__novel_object__q3,int_max_140,20191120_1105_47-1_L_C,20191120,1105,L,1399,20551,30,-21,-21,3,3,19399,38551,novel_object,q3,0,140,100,5000,True,2,Top
20191120_1105_47-1_L_C__novel_object__q4,int_max_140,20191120_1105_47-1_L_C,20191120,1105,L,1399,20551,30,-21,-21,3,3,19399,38551,novel_object,q4,0,140,100,5000,True,2,Right
20191120_1105_47-1_L_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1105_47-1_L_C,20191120,1105,L,1399,20551,30,-21,-21,3,3,19399,38551,open_field,q1,0,150,10,5000,False,2,Bottom
20191120_1105_47-1_L_C__open_field__q2,no_bg_sub_area_min_10,20191120_1105_47-1_L_C,20191120,1105,L,1399,20551,30,-21,-21,3,3,19399,38551,open_field,q2,0,170,10,5000,False,2,Right
20191120_1105_47-1_L_C__open_field__q3,no_bg_sub_area_min_10,20191120_1105_47-1_L_C,20191120,1105,L,1399,20551,30,-21,-21,3,3,19399,38551,open_field,q3,0,170,10,5000,False,2,Bottom
20191120_1105_47-1_L_C__open_field__q4,no_bg_sub_area_min_10,20191120_1105_47-1_L_C,20191120,1105,L,1399,20551,30,-21,-21,3,3,19399,38551,open_field,q4,0,170,10,5000,False,2,Top
20191120_1123_75-1_R_C__novel_object__q1,int_max_150,20191120_1123_75-1_R_C,20191120,1123,R,1133,20093,30,2,2,-2,-2,19133,38093,novel_object,q1,0,150,100,5000,True,2,Bottom
20191120_1123_75-1_R_C__novel_object__q2,int_max_140,20191120_1123_75-1_R_C,20191120,1123,R,1133,20093,30,2,2,-2,-2,19133,38093,novel_object,q2,0,140,100,5000,True,2,Left
20191120_1123_75-1_R_C__novel_object__q3,no_bg_sub_int_max_180_area_min_100,20191120_1123_75-1_R_C,20191120,1123,R,1133,20093,30,2,2,-2,-2,19133,38093,novel_object,q3,0,180,100,2000,False,2,Left
20191120_1123_75-1_R_C__novel_object__q4,int_max_150,20191120_1123_75-1_R_C,20191120,1123,R,1133,20093,30,2,2,-2,-2,19133,38093,novel_object,q4,0,150,100,5000,True,2,Top
20191120_1123_75-1_R_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1123_75-1_R_C,20191120,1123,R,1133,20093,30,2,2,-2,-2,19133,38093,open_field,q1,0,150,10,5000,False,2,Top
20191120_1123_75-1_R_C__open_field__q2,no_bg_sub_area_min_10,20191120_1123_75-1_R_C,20191120,1123,R,1133,20093,30,2,2,-2,-2,19133,38093,open_field,q2,0,170,10,5000,False,2,Left
20191120_1123_75-1_R_C__open_field__q3,no_bg_sub,20191120_1123_75-1_R_C,20191120,1123,R,1133,20093,30,2,2,-2,-2,19133,38093,open_field,q3,0,170,100,5000,False,2,Left
20191120_1123_75-1_R_C__open_field__q4,no_bg_sub_area_min_10,20191120_1123_75-1_R_C,20191120,1123,R,1133,20093,30,2,2,-2,-2,19133,38093,open_field,q4,0,170,10,5000,False,2,Bottom
20191120_1131_33-1_L_C__novel_object__q1,int_max_160_area_min_25,20191120_1131_33-1_L_C,20191120,1131,L,1229,20255,30,-19,-19,4,4,19229,38255,novel_object,q1,0,160,25,5000,True,2,Right
20191120_1131_33-1_L_C__novel_object__q2,int_max_160_area_min_25,20191120_1131_33-1_L_C,20191120,1131,L,1229,20255,30,-19,-19,4,4,19229,38255,novel_object,q2,0,160,25,5000,True,2,Top
20191120_1131_33-1_L_C__novel_object__q3,int_max_140,20191120_1131_33-1_L_C,20191120,1131,L,1229,20255,30,-19,-19,4,4,19229,38255,novel_object,q3,0,140,100,5000,True,2,Left
20191120_1131_33-1_L_C__novel_object__q4,int_max_140,20191120_1131_33-1_L_C,20191120,1131,L,1229,20255,30,-19,-19,4,4,19229,38255,novel_object,q4,0,140,100,5000,True,2,Bottom
20191120_1131_33-1_L_C__open_field__q1,no_bg_sub_area_min_10,20191120_1131_33-1_L_C,20191120,1131,L,1229,20255,30,-19,-19,4,4,19229,38255,open_field,q1,0,170,10,5000,False,2,Bottom
20191120_1131_33-1_L_C__open_field__q2,no_bg_sub_area_min_10,20191120_1131_33-1_L_C,20191120,1131,L,1229,20255,30,-19,-19,4,4,19229,38255,open_field,q2,0,170,10,5000,False,2,Right
20191120_1131_33-1_L_C__open_field__q3,no_bg_sub_area_min_10,20191120_1131_33-1_L_C,20191120,1131,L,1229,20255,30,-19,-19,4,4,19229,38255,open_field,q3,0,170,10,5000,False,2,Top
20191120_1131_33-1_L_C__open_field__q4,no_bg_sub_area_min_10,20191120_1131_33-1_L_C,20191120,1131,L,1229,20255,30,-19,-19,4,4,19229,38255,open_field,q4,0,170,10,5000,False,2,Bottom
20191120_1150_50-2_R_C__novel_object__q1,int_max_160_area_min_25,20191120_1150_50-2_R_C,20191120,1150,R,1762,21435,30,-2,-2,-5,-5,19762,39435,novel_object,q1,0,160,25,5000,True,2,Right
20191120_1150_50-2_R_C__novel_object__q2,no_bg_sub,20191120_1150_50-2_R_C,20191120,1150,R,1762,21435,30,-2,-2,-5,-5,19762,39435,novel_object,q2,0,170,150,2000,False,2,Top
20191120_1150_50-2_R_C__novel_object__q3,int_max_160_area_min_25,20191120_1150_50-2_R_C,20191120,1150,R,1762,21435,30,-2,-2,-5,-5,19762,39435,novel_object,q3,0,160,25,5000,True,2,Left
20191120_1150_50-2_R_C__novel_object__q4,int_max_140,20191120_1150_50-2_R_C,20191120,1150,R,1762,21435,30,-2,-2,-5,-5,19762,39435,novel_object,q4,0,140,100,5000,True,2,Right
20191120_1150_50-2_R_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1150_50-2_R_C,20191120,1150,R,1762,21435,30,-2,-2,-5,-5,19762,39435,open_field,q1,0,150,10,5000,False,2,Bottom
20191120_1150_50-2_R_C__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191120_1150_50-2_R_C,20191120,1150,R,1762,21435,30,-2,-2,-5,-5,19762,39435,open_field,q2,0,150,10,5000,False,2,Bottom
20191120_1150_50-2_R_C__open_field__q3,no_bg_sub_area_min_10,20191120_1150_50-2_R_C,20191120,1150,R,1762,21435,30,-2,-2,-5,-5,19762,39435,open_field,q3,0,170,10,5000,False,2,Top
20191120_1150_50-2_R_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1150_50-2_R_C,20191120,1150,R,1762,21435,30,-2,-2,-5,-5,19762,39435,open_field,q4,0,150,10,5000,False,2,Top
20191120_1158_135-1_L_C__novel_object__q1,int_max_160_area_min_25,20191120_1158_135-1_L_C,20191120,1158,L,1187,19958,30,-21,-21,5,5,19187,37958,novel_object,q1,0,160,25,5000,True,2,Right
20191120_1158_135-1_L_C__novel_object__q2,int_max_150,20191120_1158_135-1_L_C,20191120,1158,L,1187,19958,30,-21,-21,5,5,19187,37958,novel_object,q2,0,150,100,5000,True,2,Bottom
20191120_1158_135-1_L_C__novel_object__q3,int_max_160_area_min_25,20191120_1158_135-1_L_C,20191120,1158,L,1187,19958,30,-21,-21,5,5,19187,37958,novel_object,q3,0,160,25,5000,True,2,Top
20191120_1158_135-1_L_C__novel_object__q4,int_max_140,20191120_1158_135-1_L_C,20191120,1158,L,1187,19958,30,-21,-21,5,5,19187,37958,novel_object,q4,0,140,100,5000,True,2,Right
20191120_1158_135-1_L_C__open_field__q1,no_bg_sub_area_min_10,20191120_1158_135-1_L_C,20191120,1158,L,1187,19958,30,-21,-21,5,5,19187,37958,open_field,q1,0,170,10,5000,False,2,Top
20191120_1158_135-1_L_C__open_field__q2,no_bg_sub_area_min_10,20191120_1158_135-1_L_C,20191120,1158,L,1187,19958,30,-21,-21,5,5,19187,37958,open_field,q2,0,170,10,5000,False,2,Bottom
20191120_1158_135-1_L_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1158_135-1_L_C,20191120,1158,L,1187,19958,30,-21,-21,5,5,19187,37958,open_field,q3,0,150,10,5000,False,2,Left
20191120_1158_135-1_L_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1158_135-1_L_C,20191120,1158,L,1187,19958,30,-21,-21,5,5,19187,37958,open_field,q4,0,150,10,5000,False,2,Top
20191120_1217_106-2_R_C__novel_object__q1,int_max_140,20191120_1217_106-2_R_C,20191120,1217,R,1175,23826,30,0,0,-3,-3,19175,41826,novel_object,q1,0,140,100,5000,True,2,Right
20191120_1217_106-2_R_C__novel_object__q2,area_min_150,20191120_1217_106-2_R_C,20191120,1217,R,1175,23826,30,0,0,-3,-3,19175,41826,novel_object,q2,0,200,150,5000,True,2,Right
20191120_1217_106-2_R_C__novel_object__q3,int_max_160_area_min_25,20191120_1217_106-2_R_C,20191120,1217,R,1175,23826,30,0,0,-3,-3,19175,41826,novel_object,q3,0,160,25,5000,True,2,Top
20191120_1217_106-2_R_C__novel_object__q4,int_max_160_area_min_25,20191120_1217_106-2_R_C,20191120,1217,R,1175,23826,30,0,0,-3,-3,19175,41826,novel_object,q4,0,160,25,5000,True,2,Bottom
20191120_1217_106-2_R_C__open_field__q1,no_bg_sub_area_min_10,20191120_1217_106-2_R_C,20191120,1217,R,1175,23826,30,0,0,-3,-3,19175,41826,open_field,q1,0,170,10,5000,False,2,Top
20191120_1217_106-2_R_C__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191120_1217_106-2_R_C,20191120,1217,R,1175,23826,30,0,0,-3,-3,19175,41826,open_field,q2,0,150,10,5000,False,2,Right
20191120_1217_106-2_R_C__open_field__q3,no_bg_sub_area_min_10,20191120_1217_106-2_R_C,20191120,1217,R,1175,23826,30,0,0,-3,-3,19175,41826,open_field,q3,0,170,10,5000,False,2,Left
20191120_1217_106-2_R_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1217_106-2_R_C,20191120,1217,R,1175,23826,30,0,0,-3,-3,19175,41826,open_field,q4,0,150,10,5000,False,2,Top
20191120_1233_94-1_L_C__novel_object__q1,int_max_160_area_min_25,20191120_1233_94-1_L_C,20191120,1233,L,1314,20001,30,-16,-16,2,2,19314,38001,novel_object,q1,0,160,25,5000,True,2,Right
20191120_1233_94-1_L_C__novel_object__q2,no_bg_sub_int_max_180_area_min_100,20191120_1233_94-1_L_C,20191120,1233,L,1314,20001,30,-16,-16,2,2,19314,38001,novel_object,q2,0,180,100,2000,False,2,Top
20191120_1233_94-1_L_C__novel_object__q3,int_max_160_area_min_25,20191120_1233_94-1_L_C,20191120,1233,L,1314,20001,30,-16,-16,2,2,19314,38001,novel_object,q3,0,160,25,5000,True,2,Top
20191120_1233_94-1_L_C__novel_object__q4,int_max_160_area_min_25,20191120_1233_94-1_L_C,20191120,1233,L,1314,20001,30,-16,-16,2,2,19314,38001,novel_object,q4,0,160,25,5000,True,2,Top
20191120_1233_94-1_L_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1233_94-1_L_C,20191120,1233,L,1314,20001,30,-16,-16,2,2,19314,38001,open_field,q1,0,150,10,5000,False,2,Left
20191120_1233_94-1_L_C__open_field__q2,no_bg_sub_area_min_10,20191120_1233_94-1_L_C,20191120,1233,L,1314,20001,30,-16,-16,2,2,19314,38001,open_field,q2,0,170,10,5000,False,2,Left
20191120_1233_94-1_L_C__open_field__q3,no_bg_sub_area_min_10,20191120_1233_94-1_L_C,20191120,1233,L,1314,20001,30,-16,-16,2,2,19314,38001,open_field,q3,0,170,10,5000,False,2,Top
20191120_1233_94-1_L_C__open_field__q4,default,20191120_1233_94-1_L_C,20191120,1233,L,1314,20001,30,-16,-16,2,2,19314,38001,open_field,q4,0,200,100,5000,True,2,Left
20191120_1251_outbred-A-1_R_C__novel_object__q1,int_max_150,20191120_1251_outbred-A-1_R_C,20191120,1251,R,1259,21099,30,-4,-4,-4,-4,19259,39099,novel_object,q1,0,150,100,5000,True,2,Right
20191120_1251_outbred-A-1_R_C__novel_object__q2,int_max_160_area_min_25,20191120_1251_outbred-A-1_R_C,20191120,1251,R,1259,21099,30,-4,-4,-4,-4,19259,39099,novel_object,q2,0,160,25,5000,True,2,Bottom
20191120_1251_outbred-A-1_R_C__novel_object__q3,int_max_140,20191120_1251_outbred-A-1_R_C,20191120,1251,R,1259,21099,30,-4,-4,-4,-4,19259,39099,novel_object,q3,0,140,100,5000,True,2,Bottom
20191120_1251_outbred-A-1_R_C__novel_object__q4,int_max_160_area_min_25,20191120_1251_outbred-A-1_R_C,20191120,1251,R,1259,21099,30,-4,-4,-4,-4,19259,39099,novel_object,q4,0,160,25,5000,True,2,Bottom
20191120_1251_outbred-A-1_R_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1251_outbred-A-1_R_C,20191120,1251,R,1259,21099,30,-4,-4,-4,-4,19259,39099,open_field,q1,0,150,10,5000,False,2,Right
20191120_1251_outbred-A-1_R_C__open_field__q2,default,20191120_1251_outbred-A-1_R_C,20191120,1251,R,1259,21099,30,-4,-4,-4,-4,19259,39099,open_field,q2,0,200,100,5000,True,2,Right
