sample,assay,quadrant,total_seconds,success_count,frame_count,prop_success
20191117_1356_140-3_R_B,open_field,q4,600,18000,18000,1
20191117_1406_106-2_L_B,novel_object,q2,600,18000,18000,1
20191117_1406_106-2_L_B,novel_object,q4,600,18000,18000,1
20191117_1406_106-2_L_B,open_field,q3,600,18000,18000,1
20191117_1425_30-1_R_B,novel_object,q2,600,18000,18000,1
20191117_1433_68-1_L_B,novel_object,q1,600,18000,18000,1
20191117_1433_68-1_L_B,open_field,q1,600,18000,18000,1
20191117_1433_68-1_L_B,open_field,q3,600,18000,18000,1
20191117_1452_117-1_R_B,open_field,q4,600,18000,18000,1
20191117_1501_iCab_L_B,novel_object,q2,600,18000,18000,1
20191117_1501_iCab_L_B,novel_object,q3,600,18000,18000,1
20191117_1501_iCab_L_B,open_field,q2,600,18000,18000,1
20191117_1501_iCab_L_B,open_field,q3,600,18000,18000,1
20191117_1523_69-2_R_B,novel_object,q4,599.1333333333333,17974,17974,1
20191117_1523_69-2_R_B,open_field,q2,600,18000,18000,1
20191117_1523_69-2_R_B,open_field,q3,600,18000,18000,1
20191117_1523_69-2_R_B,open_field,q4,600,18000,18000,1
20191117_1529_72-2_L_B,open_field,q3,600,18000,18000,1
20191118_0950_55-2_L_B,novel_object,q4,600,18000,18000,1
20191118_0950_55-2_L_B,open_field,q1,600,18000,18000,1
20191118_1006_32-2_R_B,novel_object,q3,600,18000,18000,1
20191118_1006_32-2_R_B,open_field,q4,600,18000,18000,1
20191118_1021_7-2_L_B,open_field,q4,600,18000,18000,1
20191118_1035_40-2_R_B,novel_object,q1,600,18000,18000,1
20191118_1103_135-1_R_B,novel_object,q3,600,18000,18000,1
20191118_1103_135-1_R_B,open_field,q3,600,18000,18000,1
20191118_1103_135-1_R_B,open_field,q4,600,18000,18000,1
20191118_1118_95-1_L_B,novel_object,q1,600,18000,18000,1
20191118_1118_95-1_L_B,novel_object,q3,600,18000,18000,1
20191118_1118_95-1_L_B,novel_object,q4,600,18000,18000,1
20191118_1118_95-1_L_B,open_field,q1,600,18000,18000,1
20191118_1129_40-1_R_B,novel_object,q4,600,18000,18000,1
20191118_1129_40-1_R_B,open_field,q4,600,18000,18000,1
20191118_1145_72-1_L_B,novel_object,q1,600,18000,18000,1
20191118_1145_72-1_L_B,novel_object,q2,600,18000,18000,1
20191118_1145_72-1_L_B,novel_object,q4,600,18000,18000,1
20191118_1145_72-1_L_B,open_field,q2,600,18000,18000,1
20191118_1145_72-1_L_B,open_field,q3,600,18000,18000,1
20191118_1145_72-1_L_B,open_field,q4,600,18000,18000,1
20191118_1158_20-1_R_B,novel_object,q2,600,18000,18000,1
20191118_1158_20-1_R_B,open_field,q2,600,18000,18000,1
20191118_1158_20-1_R_B,open_field,q3,600,18000,18000,1
20191118_1214_39-1_L_B,open_field,q4,600,18000,18000,1
20191118_1224_8-2_R_B,novel_object,q1,600,18000,18000,1
20191118_1224_8-2_R_B,novel_object,q2,600,18000,18000,1
20191118_1224_8-2_R_B,open_field,q2,600,18000,18000,1
20191118_1224_8-2_R_B,open_field,q4,600,18000,18000,1
20191118_1242_134-1_L_B,novel_object,q2,600,18000,18000,1
20191118_1242_134-1_L_B,open_field,q4,600,18000,18000,1
20191118_1252_60-1_R_B,novel_object,q1,600,18000,18000,1
20191118_1252_60-1_R_B,open_field,q1,600,18000,18000,1
20191118_1252_60-1_R_B,open_field,q2,600,18000,18000,1
20191118_1252_60-1_R_B,open_field,q3,600,18000,18000,1
20191118_1311_80-2_L_B,open_field,q2,600,18000,18000,1
20191119_0949_117-2_R_B,novel_object,q4,600,18000,18000,1
20191119_0949_117-2_R_B,open_field,q2,600,18000,18000,1
20191119_1004_62-2_L_B,open_field,q3,600,18000,18000,1
20191119_1004_62-2_L_B,open_field,q4,600,18000,18000,1
20191119_1016_132-4-1_R_B,novel_object,q1,600,18000,18000,1
20191119_1016_132-4-1_R_B,open_field,q3,600,18000,18000,1
20191119_1033_49-1_L_B,novel_object,q1,600,18000,18000,1
20191119_1033_49-1_L_B,novel_object,q3,600,18000,18000,1
20191119_1043_iCab_R_B,novel_object,q3,600,18000,18000,1
20191119_1043_iCab_R_B,novel_object,q4,600,18000,18000,1
20191119_1043_iCab_R_B,open_field,q4,600,18000,18000,1
20191119_1100_139-4_L_B,novel_object,q2,600,18000,18000,1
20191119_1100_139-4_L_B,novel_object,q3,600,18000,18000,1
20191119_1100_139-4_L_B,open_field,q1,600,18000,18000,1
20191119_1112_47-1_R_B,novel_object,q1,600,18000,18000,1
20191119_1112_47-1_R_B,novel_object,q3,600,18000,18000,1
20191119_1112_47-1_R_B,novel_object,q4,600,18000,18000,1
20191119_1112_47-1_R_B,open_field,q1,600,18000,18000,1
20191119_1112_47-1_R_B,open_field,q3,600,18000,18000,1
20191119_1112_47-1_R_B,open_field,q4,600,18000,18000,1
20191119_1128_61-1_L_B,open_field,q1,600,18000,18000,1
20191119_1128_61-1_L_B,open_field,q3,600,18000,18000,1
20191119_1128_61-1_L_B,open_field,q4,600,18000,18000,1
20191119_1138_59-1_R_B,novel_object,q3,600,18000,18000,1
20191119_1138_59-1_R_B,novel_object,q4,600,18000,18000,1
20191119_1138_59-1_R_B,open_field,q3,600,18000,18000,1
20191119_1155_69-1_L_B,novel_object,q2,600,18000,18000,1
20191119_1207_104-1_R_B,novel_object,q3,600,18000,18000,1
20191119_1207_104-1_R_B,novel_object,q4,600,18000,18000,1
20191119_1207_104-1_R_B,open_field,q3,600,18000,18000,1
20191119_1222_129-1_L_B,novel_object,q4,600,18000,18000,1
20191119_1222_129-1_L_B,open_field,q4,600,18000,18000,1
20191119_1235_131-4_R_B,novel_object,q1,600,18000,18000,1
20191119_1235_131-4_R_B,novel_object,q2,600,18000,18000,1
20191119_1235_131-4_R_B,novel_object,q3,600,18000,18000,1
20191119_1235_131-4_R_B,open_field,q3,600,18000,18000,1
20191119_1248_iCab_L_B,novel_object,q4,600,18000,18000,1
20191119_1248_iCab_L_B,open_field,q4,600,18000,18000,1
20191119_1316_11-2_R_C,novel_object,q1,600,18000,18000,1
20191119_1316_11-2_R_C,novel_object,q2,600,18000,18000,1
20191119_1316_11-2_R_C,open_field,q1,600,18000,18000,1
20191119_1316_11-2_R_C,open_field,q2,600,18000,18000,1
20191119_1316_11-2_R_C,open_field,q4,600,18000,18000,1
20191119_1322_14-2_L_C,novel_object,q2,600,18000,18000,1
20191119_1322_14-2_L_C,open_field,q3,600,18000,18000,1
20191119_1322_14-2_L_C,open_field,q4,600,18000,18000,1
20191119_1427_30-1_R_C,novel_object,q4,600,18000,18000,1
20191119_1459_18-2_R_C,novel_object,q1,600,18000,18000,1
20191119_1459_18-2_R_C,novel_object,q2,600,18000,18000,1
20191119_1459_18-2_R_C,novel_object,q4,600,18000,18000,1
20191119_1459_18-2_R_C,open_field,q1,600,18000,18000,1
20191119_1459_18-2_R_C,open_field,q2,600,18000,18000,1
20191119_1459_18-2_R_C,open_field,q3,600,18000,18000,1
20191119_1459_18-2_R_C,open_field,q4,600,18000,18000,1
20191119_1506_29-1_L_C,novel_object,q4,600,18000,18000,1
20191119_1506_29-1_L_C,open_field,q4,600,18000,18000,1
20191119_1525_23-1_R_C,novel_object,q1,600,18000,18000,1
20191119_1525_23-1_R_C,novel_object,q3,600,18000,18000,1
20191119_1525_23-1_R_C,novel_object,q4,600,18000,18000,1
20191119_1525_23-1_R_C,open_field,q4,600,18000,18000,1
20191119_1533_25-1_L_C,open_field,q1,600,18000,18000,1
20191119_1533_25-1_L_C,open_field,q4,600,18000,18000,1
20191119_1552_22-1_R_C,novel_object,q4,600,18000,18000,1
20191119_1552_22-1_R_C,open_field,q1,600,18000,18000,1
20191119_1552_22-1_R_C,open_field,q3,600,18000,18000,1
20191120_0956_40-2_R_C,novel_object,q4,600,18000,18000,1
20191120_0956_40-2_R_C,open_field,q3,600,18000,18000,1
20191120_1026_84-2_R_C,novel_object,q3,600,18000,18000,1
20191120_1034_80-1_L_C,novel_object,q1,600,18000,18000,1
20191120_1034_80-1_L_C,novel_object,q3,600,18000,18000,1
20191120_1034_80-1_L_C,open_field,q4,600,18000,18000,1
20191120_1056_32-2_R_C,novel_object,q2,600,18000,18000,1
20191120_1105_47-1_L_C,open_field,q3,600,18000,18000,1
20191120_1105_47-1_L_C,open_field,q4,600,18000,18000,1
20191120_1123_75-1_R_C,novel_object,q1,600,18000,18000,1
20191120_1123_75-1_R_C,open_field,q2,600,18000,18000,1
20191120_1131_33-1_L_C,open_field,q4,600,18000,18000,1
20191120_1150_50-2_R_C,novel_object,q4,600,18000,18000,1
20191120_1150_50-2_R_C,open_field,q1,600,18000,18000,1
20191120_1217_106-2_R_C,novel_object,q3,600,18000,18000,1
20191120_1217_106-2_R_C,open_field,q2,600,18000,18000,1
20191120_1233_94-1_L_C,novel_object,q1,600,18000,18000,1
20191120_1251_outbred-A-1_R_C,novel_object,q1,600,18000,18000,1
20191120_1304_140-3_L_C,novel_object,q1,600,18000,18000,1
20191120_1304_140-3_L_C,novel_object,q3,600,18000,18000,1
20191120_1304_140-3_L_C,open_field,q3,600,18000,18000,1
20191120_1319_138-1_R_C,novel_object,q3,600,18000,18000,1
20191120_1319_138-1_R_C,novel_object,q4,600,18000,18000,1
20191120_1319_138-1_R_C,open_field,q1,600,18000,18000,1
20191120_1319_138-1_R_C,open_field,q2,600,18000,18000,1
20191120_1332_outbred-A-2_L_C,novel_object,q4,600,18000,18000,1
20191120_1332_outbred-A-2_L_C,open_field,q3,600,18000,18000,1
20191120_1401_outbred-A-4_L_C,novel_object,q4,600,18000,18000,1
20191120_1428_outbred-system_L_C,novel_object,q1,600,18000,18000,1
20191120_1428_outbred-system_L_C,novel_object,q4,600,18000,18000,1
20191120_1428_outbred-system_L_C,open_field,q1,600,18000,18000,1
20191120_1458_outbred-2_L_C,novel_object,q4,600,18000,18000,1
20191120_1513_iCab_R_C,novel_object,q4,600,18000,18000,1
20191120_1525_outbred-3_L_C,novel_object,q2,600,18000,18000,1
20191121_1101_iCab_L_C,novel_object,q1,600,18000,18000,1
20191121_1101_iCab_L_C,novel_object,q3,600,18000,18000,1
20191121_1101_iCab_L_C,novel_object,q4,600,18000,18000,1
20191121_1101_iCab_L_C,open_field,q1,600,18000,18000,1
20191121_1106_iCab_R_C,open_field,q4,600,18000,18000,1
20191121_1257_iCab_L_C,novel_object,q4,600,18000,18000,1
20191121_1257_iCab_L_C,open_field,q2,600,18000,18000,1
20191121_1307_outbred-system_R_C,novel_object,q2,600,18000,18000,1
20191121_1307_outbred-system_R_C,open_field,q2,600,18000,18000,1
20191121_1307_outbred-system_R_C,open_field,q4,600,18000,18000,1
20191121_1338_outbred-A-1_R_C,open_field,q1,600,18000,18000,1
20191121_1426_outbred-A-2_L_C,novel_object,q3,600,18000,18000,1
20191121_1426_outbred-A-2_L_C,novel_object,q4,600,18000,18000,1
20191121_1426_outbred-A-2_L_C,open_field,q2,600,18000,18000,1
20191121_1426_outbred-A-2_L_C,open_field,q3,600,18000,18000,1
20191121_1448_iCab_R_C,open_field,q2,600,18000,18000,1
20191121_1454_iCab_L_C,novel_object,q1,600,18000,18000,1
20191121_1454_iCab_L_C,novel_object,q3,600,18000,18000,1
